fpc,description,it_ean,sw_ean,cs_ean,pt_ean,cpg,category,brand,optima_lineup,family3,phase_in_date,phase_out_date,predecessor,successor
81566844,PA Sleep&Play SF6 S5 4x42 VP CEE NOV {CS} [81566844] (4015400912668),4015400912668,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81629462,PA PC PRNC S2 1x240 MSB CEET GR {CS} [81629462] (),8001090580740,0,0,0,r,DPR,Premium,Premium Monthly Saving Box,Premium Monthly Saving Box,2018.01.01,2019.12.31,,
81629463,PA PC PRNC S3 1x204 MSB CEET GR {CS} [81629463] (),8001090580733,0,0,0,r,DPR,Premium,Premium Monthly Saving Box,Premium Monthly Saving Box,2018.01.01,2019.12.31,,
81629464,PA PC PRNC S4 1x168 MSB CEET GR {CS} [81629464] (),8001090580726,0,0,0,r,DPR,Premium,Premium Monthly Saving Box,Premium Monthly Saving Box,2018.01.01,2019.12.31,,
81629465,PA PC PRNC S5 1x136 MSB CEET GR {CS} [81629465] (),8001090579515,0,0,0,r,DPR,Premium,Premium Monthly Saving Box,Premium Monthly Saving Box,2018.01.01,2019.12.31,,
81623973,PA Sleep&Play SF6 S4 4X50 VP CEE NOV leg {CS} [81623973] (4015400912613),4015400912613,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81624116,PA ABD M6 S4P 2x70 GP CEE NOV leg {CS} [81624116] (4015400736295),4015400736295,0,0,0,r,DPR,BSOD,BSOD Giant Pack,BSOD Giant Pack,2018.01.01,2019.12.31,,
81630302,PA ABD M6 S4 1x106 MBM CEE NOV BB {CS} [81630302] (4015400737254),4015400737254,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81565073,PA BW FC AR3 12x64 GIGA CEEMEA exMQZ {CS} [81565073] (),4015400622598,0,0,0,r,BWP,Wipes,Wipes 12x,Wipes 12x,2018.01.01,2019.12.31,,
81565070,PA BW FC AR3 9x64 MEGA CEEMEA exEUS {CS} [81565070] (),4015400622567,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81565071,PA BW FC AR3 9x64 MEGA CEEMEA exMQZ {CS} [81565071] (),4015400622567,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81563391,PA BW SN AR3 12x56 GIGA CEEMEA exMQZ {CS} [81563391] (),4015400622284,0,0,0,r,BWP,Wipes,Wipes 12x,Wipes 12x,2018.01.01,2019.12.31,,
81563388,PA BW SN AR3 9x56 MEGA CEEMEA exEUS {CS} [81563388] (),4015400622253,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81563389,PA BW SN AR3 9x56 MEGA CEEMEA exMQZ {CS} [81563389] (),4015400622253,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81646265,PA ABD M6P S4P 3x58 JP CEET DCT {CS} [81646265] (8001090522320),8001090522320,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack DCT,BSOD Jumbo Pack DCT,2018.01.01,2019.12.31,,
81640935,PA ABD M6 S3 1x172 MQP CEET {CS} [81640935] (8001090459589),8001090459589,0,0,0,r,DPR,BSOD,BSOD MegaBox Plus,BSOD MegaBox Plus,2018.01.01,2019.12.31,,
81640938,PA ABD M6 S4 1x144 MQP CEET {CS} [81640938] (8001090459626),8001090459626,0,0,0,r,DPR,BSOD,BSOD MegaBox Plus,BSOD MegaBox Plus,2018.01.01,2019.12.31,,
81641394,PA ABD M6 S5 2x50 VPP CEE BB {CS} [81641394] (8001090487834),8001090487834,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81640942,PA ABD M6 S5 1x124 MQP CEET GYO {CS} [81640942] (8001090459671),8001090459671,0,0,0,r,DPR,BSOD,BSOD MegaBox Plus,BSOD MegaBox Plus,2018.01.01,2019.12.31,,
81494335,PA PremCare BT20 S2 2x90 JP CEE TAR {CS} [81494335] (4015400521051),4015400521051,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81643039,PA PT DM6 S5 4x22 CP CEET TAR {CS} [81643039] (8001090501684),8001090501684,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81643042,PA PT DM6 S6 4x19 CP CEET TAR {CS} [81643042] (8001090501752),8001090501752,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81665988,PA BW AR3 DRP (84XSN56+84FC64) LID CES,8001090691699,0,0,0,r,BWP,Wipes,Wipes DRP,Wipes DRP,2018.01.01,2019.12.31,,
81665986,PA BW AR3 DRP (96XSN56+96FC64) LID CEN,8001090691699,0,0,0,r,BWP,Wipes,Wipes DRP,Wipes DRP,2018.01.01,2019.12.31,,
81637334,PA ABD M6 S4P 1x96 MCM CEET PL,8001090459350,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81637324,PA ABD M6 S3 1x124 MQM CEET {CS} [81637324] (8001090459268),8001090459268,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81637329,PA ABD M6 S4 1x106 MCM CEET {CS} [81637329] (8001090459312),8001090459312,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81637339,PA ABD M6 S5 1x88 MCM CEET {CS} [81637339] (8001090459398),8001090459398,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81627450,PA SRP ABD M6 S3 3x68 VPP PL {CS} [81627450] (8001090356925),8001090356925,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81627452,PA SRP ABD M6 S4P 3x45 VP PL {CS} [81627452] (8001090356987),8001090356987,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81627453,PA SRP ABD M6 S5 3x42 VP PL {CS} [81627453] (8001090357014),8001090357014,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81633164,PA SRP NBD M6 S2 3x76 VPP PL {CS} [81633164] (8001090420954),8001090420954,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81637289,PA NBD M6 S2 1x100 GC CEET {CS} [81637289] (8001090458841),8001090458841,0,0,0,r,DPR,BSOD,BSOD Giant Pack,BSOD Giant Pack,2018.01.01,2019.12.31,,
81637297,PA ABD M6 S3 1x108 GQP CEET GYO {CS} [81637297] (8001090458896),8001090458896,0,0,0,r,DPR,BSOD,BSOD Giant Pack Plus,BSOD Giant Pack Plus,2018.01.01,2019.12.31,,
81637305,PA ABD M6 S4 1x90 GCP CEET {CS} [81637305] (8001090459084),8001090459084,0,0,0,r,DPR,BSOD,BSOD Giant Pack Plus,BSOD Giant Pack Plus,2018.01.01,2019.12.31,,
81637310,PA ABD M6 S5 1x78 GCP CEET {CS} [81637310] (8001090459145),8001090459145,0,0,0,r,DPR,BSOD,BSOD Giant Pack Plus,BSOD Giant Pack Plus,2018.01.01,2019.12.31,,
81637312,PA ABD M6 S5 1x78 GCP CEET GYO {CS} [81637312] (8001090459145),8001090459145,0,0,0,r,DPR,BSOD,BSOD Giant Pack Plus,BSOD Giant Pack Plus,2018.01.01,2019.12.31,,
81637315,PA ABD M6 S6 1x66 GCP CEET {CS} [81637315] (8001090459183),8001090459183,0,0,0,r,DPR,BSOD,BSOD Giant Pack Plus,BSOD Giant Pack Plus,2018.01.01,2019.12.31,,
81637361,PA ABD M6 S5 1x110 MC CEET {CS} [81637361] (8001090459534),8001090459534,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81637346,PA ABD M6 S3 1x152 MQ CEET {CS} [81637346] (8001090459442),8001090459442,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81637348,PA ABD M6 S3 1x152 MQ CEET GYO {CS} [81637348] (8001090459442),8001090459442,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81637352,PA ABD M6 S4 1x132 MQ CEET GYO {CS} [81637352] (8001090459473),8001090459473,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81637358,PA ABD M6 S4P 1x120 MQ CEET GYO {CS} [81637358] (8001090459503),8001090459503,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81664885,PA SRP NBD M6 S2 8X43 CP CES {CS} [81664885] (8001090728258),8001090728258,0,0,0,r,DPR,BSOD,BSOD Carry Pack SRP,BSOD Carry Pack SRP,2018.01.01,2019.12.31,,
81669042,PA SRP NBD M6 S1 6X43 VP PL,8001090744470,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81669043,PA SRP ABD M6 S4 3X49 VP PL,8001090744500,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81669044,PA SRP ABD M6 S6 3X36 VP PL,8001090744531,0,0,0,r,DPR,BSOD,Biedronka SRP,Biedronka SRP,2018.01.01,2019.12.31,,
81606808,PA PT SK6 S4 4x22 CP CEET TAR {CS} [81606808] (8001090190437),8001090190437,0,0,0,r,DPR,Pants Premium,Pants Premium Carry Pack,Pants Premium Carry Pack,2018.01.01,2019.12.31,,
81606816,PA PT SK6 S3 2x56 VP CEET TAR {CS} [81606816] (4015400732181),4015400732181,0,0,0,r,DPR,Pants Premium,Pants Premium Value Pack,Pants Premium Value Pack,2018.01.01,2019.12.31,,
81667003,PA NBD M6 S2 1X144 MQM CEET REV {CS} [81667003] (8001090459220),8001090459220,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81606818,PA PT SK6 S4 2x44 VP CEET TAR {CS} [81606818] (8001090190567),8001090190567,0,0,0,r,DPR,Pants Premium,Pants Premium Value Pack,Pants Premium Value Pack,2018.01.01,2019.12.31,,
81606820,PA PT SK6 S5 2x40 VP CEET TAR {CS} [81606820] (8001090190598),8001090190598,0,0,0,r,DPR,Pants Premium,Pants Premium Value Pack,Pants Premium Value Pack,2018.01.01,2019.12.31,,
81606823,PA PT SK6 S6 2x36 VP CEET TAR {CS} [81606823] (8001090190628),8001090190628,0,0,0,r,DPR,Pants Premium,Pants Premium Value Pack,Pants Premium Value Pack,2018.01.01,2019.12.31,,
81606810,PA PT SK6 S5 4x20 CP CEET TAR {CS} [81606810] (8001090190499),8001090190499,0,0,0,r,DPR,Pants Premium,Pants Premium Carry Pack,Pants Premium Carry Pack,2018.01.01,2019.12.31,,
81571285,PA NBD M6 S2 9x17 SMP CEE {CS} [81571285] (4015400977834),4015400977834,0,0,0,r,DPR,BSOD,BSOD Small Pack,BSOD Small Pack,2018.01.01,2019.12.31,,
81571286,PA ABD M6 S3 8x15 SMP CEE {CS} [81571286] (8001090033291),8001090033291,0,0,0,r,DPR,BSOD,BSOD Small Pack,BSOD Small Pack,2018.01.01,2019.12.31,,
81571287,PA ABD M6 S4 8x13 SMP CEE {CS} [81571287] (8001090033321),8001090033321,0,0,0,r,DPR,BSOD,BSOD Small Pack,BSOD Small Pack,2018.01.01,2019.12.31,,
81647181,PA ABD M6 S5 8x11 SMP CEE rev {CS} [81647181] (8001090033376),8001090033376,0,0,0,r,DPR,BSOD,BSOD Small Pack,BSOD Small Pack,2018.01.01,2019.12.31,,
81668601,PA AF BF6 S4 1X168 CES {CS} [81668601] (8001090735003),8001090735003,0,0,0,r,DPR,Active Fit,AF Monthly Saving Box,AF Monthly Saving Box,2018.01.01,2019.12.31,,
81668602,PA AF BF6 S5 1X136 CES {CS} [81668602] (8001090735034),8001090735034,0,0,0,r,DPR,Active Fit,AF Monthly Saving Box,AF Monthly Saving Box,2018.01.01,2019.12.31,,
81668603,PA AF BF6 S6 1X120 CES {CS} [81668603] (8001090735065),8001090735065,0,0,0,r,DPR,Active Fit,AF Monthly Saving Box,AF Monthly Saving Box,2018.01.01,2019.12.31,,
81669008,PA BW SN AR3 24X12 SA SRP CEEMEA RU {CS} [81669008] (4015400636762),4015400636762,0,0,0,r,BWP,Wipes,Wipes Sample,Wipes Sample,2018.01.01,2019.12.31,,
81664437,PA SP V7 S3 3x58 VP CEE {CS} [81664437] (8001090746962),8001090746962,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81664438,PA SP V7 S4 3x50 VP CEE {CS} [81664438] (8001090669032),8001090669032,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81664439,PA SP V7 S5 4x42 VP CEE {CS} [81664439] (8001090784667),8001090784667,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81666225,PA PT DM6 Lev S3 2x72 GP CEE TAR {CS} [81666225] (8001090694560),8001090694560,0,0,0,r,DPR,Pants Mainline,Pants Mainline Giant Pack,Pants Mainline Giant Pack,2018.01.01,2019.12.31,,
81666229,PA PT DM6 Lev S4 2x62 GP CEE TAR {CS} [81666229] (8001090694621),8001090694621,0,0,0,r,DPR,Pants Mainline,Pants Mainline Giant Pack,Pants Mainline Giant Pack,2018.01.01,2019.12.31,,
81666234,PA PT DM6 Lev S5 2x52 GP CEE TAR {CS} [81666234] (8001090694683),8001090694683,0,0,0,r,DPR,Pants Mainline,Pants Mainline Giant Pack,Pants Mainline Giant Pack,2018.01.01,2019.12.31,,
81666240,PA PT DM6 Lev S6 3x45 GP CEE TAR {CS} [81666240] (8001090694744),8001090694744,0,0,0,r,DPR,Pants Mainline,Pants Mainline Giant Pack,Pants Mainline Giant Pack,2018.01.01,2019.12.31,,
81666974,PA SPL POS S3 CP 8X12 EUR EX TAR {CS} [81666974] (8001090698339),8001090698339,0,0,0,r,DPR,Splashers,Splashers,Splashers,2018.01.01,2019.12.31,,
81666976,PA SPL POS S4 CP 8X11 EUR EX TAR {CS} [81666976] (8001090698377),8001090698377,0,0,0,r,DPR,Splashers,Splashers,Splashers,2018.01.01,2019.12.31,,
81668262,PA SPL POS S5 CP 8X10 EUR TPB {CS} [81668262] (8001090728944),8001090728944,0,0,0,r,DPR,Splashers,Splashers,Splashers,2018.01.01,2019.12.31,,
81677242,PA PT DM6 LEV S5 2X48 JP CEE TAR HC UOS {CS} [81677242] (8001090886491),8001090886491,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81664440,PA SP V7 S3 3x78 JP CEE {CS} [81664440] (8001090669070),8001090669070,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81666156,PA PT DM6 Lev S3 3x26 CP CEE TAR {CS} [81666156] (8001090822819),8001090822819,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81666201,PA PT DM6 Lev S6 4x19 CP CEE TAR {CS} [81666201] (8001090823021),8001090823021,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81672159,PA PT DM6 LEV S4 1X176 MSB CEET TAR {CS} [81672159] (8001090807915),8001090807915,0,0,0,r,DPR,Pants Mainline,Pants Mainline MSB,Pants Mainline MSB,2018.01.01,2019.12.31,,
81672161,PA PT DM6 LEV S5 1X152 MSB CEET TAR {CS} [81672161] (8001090807991),8001090807991,0,0,0,r,DPR,Pants Mainline,Pants Mainline MSB,Pants Mainline MSB,2018.01.01,2019.12.31,,
81672163,PA PT DM6 LEV S6 1X132 MSB CEET TAR {CS} [81672163] (8001090808073),8001090808073,0,0,0,r,DPR,Pants Mainline,Pants Mainline MSB,Pants Mainline MSB,2018.01.01,2019.12.31,,
81679121,PAMPERS DRP MIX 4XM6 (45 CU) PL {CS} [81679121] (8001090918338),8001090918338,0,0,0,r,DPR,BSOD,Biedronka DRP,Biedronka DRP,2018.01.01,2019.12.31,,
81681719,PA BW SRP AR3 (12 X FC64 + 6 X SN56) PL {CS} [81681719] (8001090388278),8001090388278,0,0,0,r,BWP,Wipes,Biedronka Wipes SRP,Biedronka Wipes SRP,2018.01.01,2019.12.31,,
81682990,PAMPERS DRP MIX SPL 48 CU PL {CS} [81682990] (8001090988010),8001090988010,0,0,0,r,DPR,Splashers,Splashers DRP,Splashers DRP,2018.01.01,2019.12.31,,
81685153,PA BW DRP MIX (FC&SN) 48CU CZ/SK/HU {CS} [81685153] (8001841017563),8001841017563,0,0,0,r,BWP,Wipes,Wipes 4x Tesco DRP,Wipes 4x Tesco DRP,2018.01.01,2019.12.31,,
